user_id,category,question_no_,value
U0060,Jewellery & Watches,13,1
U0060,Jewellery & Watches,14,1
U0060,Kitchen & Home,0,3
U0060,Kitchen & Home,1,1
U0060,Kitchen & Home,2,1
U0060,Kitchen & Home,3,1
U0060,Kitchen & Home,4,2
U0060,Kitchen & Home,5,2
U0060,Kitchen & Home,6,2
U0060,Kitchen & Home,7,4
U0060,Kitchen & Home,8,1
U0060,Kitchen & Home,9,1
U0060,Kitchen & Home,10,1
U0060,Kitchen & Home,11,2
U0060,Kitchen & Home,12,1
U0060,Kitchen & Home,13,1
U0060,Kitchen & Home,14,2
U0060,Media (BMVD),0,1
U0060,Media (BMVD),1,1
U0060,Media (BMVD),2,1
U0060,Media (BMVD),3,1
U0060,Media (BMVD),4,5
U0060,Media (BMVD),5,2
U0060,Media (BMVD),6,1
U0060,Media (BMVD),7,1
U0060,Media (BMVD),8,1
U0060,Media (BMVD),9,1
U0060,Media (BMVD),10,2
U0060,Media (BMVD),11,2
U0060,Media (BMVD),12,1
U0060,Media (BMVD),13,5
U0060,Media (BMVD),14,1
U0060,Musical Instruments,0,1
U0060,Musical Instruments,1,1
U0060,Musical Instruments,2,2
U0060,Musical Instruments,3,1
U0060,Musical Instruments,4,1
U0060,Musical Instruments,5,1
U0060,Musical Instruments,6,2
U0060,Musical Instruments,7,3
U0060,Musical Instruments,8,1
U0060,Musical Instruments,9,2
U0060,Musical Instruments,10,2
U0060,Musical Instruments,11,1
U0060,Musical Instruments,12,1
U0060,Musical Instruments,13,1
U0060,Musical Instruments,14,1
U0060,Office Products,0,5
U0060,Office Products,1,5
U0060,Office Products,2,3
U0060,Office Products,3,5
U0060,Office Products,4,3
U0060,Office Products,5,2
U0060,Office Products,6,2
U0060,Office Products,7,2
U0060,Office Products,8,2
U0060,Office Products,9,2
U0060,Office Products,10,3
U0060,Office Products,11,2
U0060,Office Products,12,2
U0060,Office Products,13,1
U0060,Office Products,14,3
U0060,Pet Supplies,0,1
U0060,Pet Supplies,1,1
U0060,Pet Supplies,2,1
U0060,Pet Supplies,3,2
U0060,Pet Supplies,4,1
U0060,Pet Supplies,5,2
U0060,Pet Supplies,6,1
U0060,Pet Supplies,7,5
U0060,Pet Supplies,8,2
U0060,Pet Supplies,9,1
U0060,Pet Supplies,10,2
U0060,Pet Supplies,11,1
U0060,Pet Supplies,12,1
U0060,Pet Supplies,13,1
U0060,Pet Supplies,14,1
U0060,Sports & Outdoors,0,3
U0060,Sports & Outdoors,1,3
U0060,Sports & Outdoors,2,1
U0060,Sports & Outdoors,3,1
U0060,Sports & Outdoors,4,2
U0060,Sports & Outdoors,5,2
U0060,Sports & Outdoors,6,1
U0060,Sports & Outdoors,7,1
U0060,Sports & Outdoors,8,1
U0060,Sports & Outdoors,9,2
U0060,Sports & Outdoors,10,4
U0060,Sports & Outdoors,11,1
U0060,Sports & Outdoors,12,2
U0060,Sports & Outdoors,13,3
U0060,Sports & Outdoors,14,1
U0060,Toys & Games,0,1
U0060,Toys & Games,1,3
U0060,Toys & Games,2,3
U0060,Toys & Games,3,2
U0060,Toys & Games,4,3
U0060,Toys & Games,5,2
U0060,Toys & Games,6,2
U0060,Toys & Games,7,1
U0060,Toys & Games,8,1
U0060,Toys & Games,9,1
U0060,Toys & Games,10,3
U0060,Toys & Games,11,1
U0060,Toys & Games,12,1
U0060,Toys & Games,13,1
U0060,Toys & Games,14,2
U0061,Automotive,0,5
U0061,Automotive,1,5
U0061,Automotive,2,4
U0061,Automotive,3,4
U0061,Automotive,4,5
U0061,Automotive,5,3
U0061,Automotive,6,2
U0061,Automotive,7,3
U0061,Automotive,8,2
U0061,Automotive,9,4
U0061,Automotive,10,3
U0061,Automotive,11,4
U0061,Automotive,12,4
U0061,Automotive,13,4
U0061,Automotive,14,3
U0061,Baby Products,0,3
U0061,Baby Products,1,4
U0061,Baby Products,2,4
U0061,Baby Products,3,2
U0061,Baby Products,4,3
U0061,Baby Products,5,2
U0061,Baby Products,6,3
U0061,Baby Products,7,3
U0061,Baby Products,8,3
U0061,Baby Products,9,3
U0061,Baby Products,10,3
U0061,Baby Products,11,3
U0061,Baby Products,12,2
U0061,Baby Products,13,3
U0061,Baby Products,14,2
U0061,Betting,0,1
U0061,Betting,1,1
U0061,Betting,2,2
U0061,Betting,3,2
U0061,Betting,4,1
U0061,Betting,5,1
U0061,Betting,6,1
U0061,Betting,7,1
U0061,Betting,8,1
U0061,Betting,9,1
U0061,Betting,10,2
U0061,Betting,11,2
U0061,Betting,12,2
U0061,Betting,13,2
U0061,Betting,14,1
U0061,Clothing & Shoes,0,2
U0061,Clothing & Shoes,1,5
U0061,Clothing & Shoes,2,3
U0061,Clothing & Shoes,3,5
U0061,Clothing & Shoes,4,5
U0061,Clothing & Shoes,5,3
U0061,Clothing & Shoes,6,3
U0061,Clothing & Shoes,7,3
U0061,Clothing & Shoes,8,4
U0061,Clothing & Shoes,9,2
U0061,Clothing & Shoes,10,4
U0061,Clothing & Shoes,11,3
U0061,Clothing & Shoes,12,3
U0061,Clothing & Shoes,13,2
U0061,Clothing & Shoes,14,4
U0061,Computer Software,0,3
U0061,Computer Software,1,3
U0061,Computer Software,2,2
U0061,Computer Software,3,2
U0061,Computer Software,4,2
U0061,Computer Software,5,3
U0061,Computer Software,6,4
U0061,Computer Software,7,3
U0061,Computer Software,8,1
U0061,Computer Software,9,4
U0061,Computer Software,10,4
U0061,Computer Software,11,3
U0061,Computer Software,12,3
U0061,Computer Software,13,2
U0061,Computer Software,14,4
U0061,Console & Video Games,0,4
U0061,Console & Video Games,1,4
U0061,Console & Video Games,2,1
U0061,Console & Video Games,3,4
U0061,Console & Video Games,4,4
U0061,Console & Video Games,5,2
U0061,Console & Video Games,6,4
U0061,Console & Video Games,7,3
U0061,Console & Video Games,8,5
U0061,Console & Video Games,9,2
U0061,Console & Video Games,10,5
U0061,Console & Video Games,11,4
U0061,Console & Video Games,12,3
U0061,Console & Video Games,13,3
U0061,Console & Video Games,14,2
U0061,Consumer Electronics,0,2
U0061,Consumer Electronics,1,2
U0061,Consumer Electronics,2,2
U0061,Consumer Electronics,3,3
U0061,Consumer Electronics,4,2
U0061,Consumer Electronics,5,2
U0061,Consumer Electronics,6,2
U0061,Consumer Electronics,7,4
U0061,Consumer Electronics,8,4
U0061,Consumer Electronics,9,5
U0061,Consumer Electronics,10,3
U0061,Consumer Electronics,11,4
U0061,Consumer Electronics,12,4
U0061,Consumer Electronics,13,3
U0061,Consumer Electronics,14,4
U0061,DIY & Tools,0,3
U0061,DIY & Tools,1,5
U0061,DIY & Tools,2,3
U0061,DIY & Tools,3,4
U0061,DIY & Tools,4,2
U0061,DIY & Tools,5,3
U0061,DIY & Tools,6,4
U0061,DIY & Tools,7,4
U0061,DIY & Tools,8,3
U0061,DIY & Tools,9,4
U0061,DIY & Tools,10,3
U0061,DIY & Tools,11,4
U0061,DIY & Tools,12,4
U0061,DIY & Tools,13,3
U0061,DIY & Tools,14,4
U0061,Dating Sites,0,1
U0061,Dating Sites,1,2
U0061,Dating Sites,2,1
U0061,Dating Sites,3,1
U0061,Dating Sites,4,1
U0061,Dating Sites,5,1
U0061,Dating Sites,6,2
U0061,Dating Sites,7,3
U0061,Dating Sites,8,2
U0061,Dating Sites,9,2
U0061,Dating Sites,10,3
U0061,Dating Sites,11,3
U0061,Dating Sites,12,2
U0061,Dating Sites,13,2
U0061,Dating Sites,14,2
U0061,Garden & Outdoor living,0,3
U0061,Garden & Outdoor living,1,2
U0061,Garden & Outdoor living,2,2
U0061,Garden & Outdoor living,3,3
U0061,Garden & Outdoor living,4,2
U0061,Garden & Outdoor living,5,2
U0061,Garden & Outdoor living,6,3
U0061,Garden & Outdoor living,7,2
U0061,Garden & Outdoor living,8,5
U0061,Garden & Outdoor living,9,2
U0061,Garden & Outdoor living,10,4
U0061,Garden & Outdoor living,11,3
U0061,Garden & Outdoor living,12,3
U0061,Garden & Outdoor living,13,4
U0061,Garden & Outdoor living,14,4
U0061,Grocery,0,4
U0061,Grocery,1,2
U0061,Grocery,2,4
U0061,Grocery,3,3
U0061,Grocery,4,3
U0061,Grocery,5,5
U0061,Grocery,6,1
U0061,Grocery,7,4
U0061,Grocery,8,2
U0061,Grocery,9,2
U0061,Grocery,10,3
U0061,Grocery,11,4
U0061,Grocery,12,5
U0061,Grocery,13,3
U0061,Grocery,14,5
U0061,Health & Beauty,0,2
U0061,Health & Beauty,1,2
U0061,Health & Beauty,2,5
U0061,Health & Beauty,3,5
U0061,Health & Beauty,4,5
U0061,Health & Beauty,5,5
U0061,Health & Beauty,6,4
U0061,Health & Beauty,7,5
U0061,Health & Beauty,8,3
U0061,Health & Beauty,9,2
U0061,Health & Beauty,10,2
U0061,Health & Beauty,11,4
U0061,Health & Beauty,12,5
U0061,Health & Beauty,13,3
U0061,Health & Beauty,14,3
U0061,Jewellery & Watches,0,3
U0061,Jewellery & Watches,1,1
U0061,Jewellery & Watches,2,3
U0061,Jewellery & Watches,3,2
U0061,Jewellery & Watches,4,4
U0061,Jewellery & Watches,5,3
U0061,Jewellery & Watches,6,2
U0061,Jewellery & Watches,7,2
U0061,Jewellery & Watches,8,4
U0061,Jewellery & Watches,9,3
U0061,Jewellery & Watches,10,3
U0061,Jewellery & Watches,11,5
U0061,Jewellery & Watches,12,4
U0061,Jewellery & Watches,13,4
U0061,Jewellery & Watches,14,4
U0061,Kitchen & Home,0,3
U0061,Kitchen & Home,1,4
U0061,Kitchen & Home,2,2
U0061,Kitchen & Home,3,5
U0061,Kitchen & Home,4,3
U0061,Kitchen & Home,5,3
U0061,Kitchen & Home,6,2
U0061,Kitchen & Home,7,3
U0061,Kitchen & Home,8,2
U0061,Kitchen & Home,9,2
U0061,Kitchen & Home,10,4
U0061,Kitchen & Home,11,1
U0061,Kitchen & Home,12,4
U0061,Kitchen & Home,13,4
U0061,Kitchen & Home,14,3
U0061,Media (BMVD),0,2
U0061,Media (BMVD),1,4
U0061,Media (BMVD),2,5
U0061,Media (BMVD),3,4
U0061,Media (BMVD),4,4
U0061,Media (BMVD),5,3
U0061,Media (BMVD),6,3
U0061,Media (BMVD),7,4
U0061,Media (BMVD),8,3
U0061,Media (BMVD),9,4
U0061,Media (BMVD),10,5
U0061,Media (BMVD),11,5
U0061,Media (BMVD),12,4
U0061,Media (BMVD),13,2
U0061,Media (BMVD),14,4
U0061,Musical Instruments,0,1
U0061,Musical Instruments,1,2
U0061,Musical Instruments,2,2
U0061,Musical Instruments,3,2
U0061,Musical Instruments,4,3
U0061,Musical Instruments,5,2
U0061,Musical Instruments,6,3
U0061,Musical Instruments,7,2
U0061,Musical Instruments,8,2
U0061,Musical Instruments,9,4
U0061,Musical Instruments,10,3
U0061,Musical Instruments,11,4
U0061,Musical Instruments,12,2
U0061,Musical Instruments,13,2
U0061,Musical Instruments,14,4
U0061,Office Products,0,3
U0061,Office Products,1,4
U0061,Office Products,2,5
U0061,Office Products,3,2
U0061,Office Products,4,2
U0061,Office Products,5,3
U0061,Office Products,6,4
U0061,Office Products,7,4
U0061,Office Products,8,4
U0061,Office Products,9,2
U0061,Office Products,10,4
U0061,Office Products,11,3
U0061,Office Products,12,4
U0061,Office Products,13,3
U0061,Office Products,14,5
U0061,Pet Supplies,0,2
U0061,Pet Supplies,1,4
U0061,Pet Supplies,2,4
U0061,Pet Supplies,3,3
U0061,Pet Supplies,4,4
U0061,Pet Supplies,5,4
U0061,Pet Supplies,6,5
U0061,Pet Supplies,7,3
U0061,Pet Supplies,8,3
U0061,Pet Supplies,9,2
U0061,Pet Supplies,10,3
U0061,Pet Supplies,11,4
U0061,Pet Supplies,12,3
U0061,Pet Supplies,13,3
U0061,Pet Supplies,14,2
U0061,Sports & Outdoors,0,3
U0061,Sports & Outdoors,1,3
U0061,Sports & Outdoors,2,3
U0061,Sports & Outdoors,3,3
U0061,Sports & Outdoors,4,4
U0061,Sports & Outdoors,5,4
U0061,Sports & Outdoors,6,1
U0061,Sports & Outdoors,7,4
U0061,Sports & Outdoors,8,4
U0061,Sports & Outdoors,9,5
U0061,Sports & Outdoors,10,4
U0061,Sports & Outdoors,11,3
U0061,Sports & Outdoors,12,2
U0061,Sports & Outdoors,13,4
U0061,Sports & Outdoors,14,2
U0061,Toys & Games,0,3
U0061,Toys & Games,1,4
U0061,Toys & Games,2,5
U0061,Toys & Games,3,2
U0061,Toys & Games,4,2
U0061,Toys & Games,5,2
U0061,Toys & Games,6,2
U0061,Toys & Games,7,5
U0061,Toys & Games,8,4
U0061,Toys & Games,9,1
U0061,Toys & Games,10,3
U0061,Toys & Games,11,4
U0061,Toys & Games,12,4
U0061,Toys & Games,13,2
U0061,Toys & Games,14,2
U0062,Automotive,0,2
U0062,Automotive,1,3
U0062,Automotive,2,3
U0062,Automotive,3,3
U0062,Automotive,4,3
U0062,Automotive,5,3
U0062,Automotive,6,1
U0062,Automotive,7,3
U0062,Automotive,8,2
U0062,Automotive,9,3
U0062,Automotive,10,3
U0062,Automotive,11,2
U0062,Automotive,12,3
U0062,Automotive,13,3
U0062,Automotive,14,2
U0062,Baby Products,0,2
U0062,Baby Products,1,2
U0062,Baby Products,2,2
U0062,Baby Products,3,2
U0062,Baby Products,4,2
U0062,Baby Products,5,2
U0062,Baby Products,6,2
U0062,Baby Products,7,3
U0062,Baby Products,8,2
U0062,Baby Products,9,2
U0062,Baby Products,10,3
U0062,Baby Products,11,3
U0062,Baby Products,12,3
U0062,Baby Products,13,2
U0062,Baby Products,14,4
U0062,Betting,0,2
U0062,Betting,1,2
U0062,Betting,2,3
U0062,Betting,3,2
U0062,Betting,4,2
U0062,Betting,5,3
U0062,Betting,6,2
U0062,Betting,7,2
U0062,Betting,8,2
U0062,Betting,9,2
U0062,Betting,10,3
U0062,Betting,11,2
U0062,Betting,12,2
U0062,Betting,13,2
U0062,Betting,14,3
U0062,Clothing & Shoes,0,2
U0062,Clothing & Shoes,1,2
U0062,Clothing & Shoes,2,2
U0062,Clothing & Shoes,3,4
U0062,Clothing & Shoes,4,2
U0062,Clothing & Shoes,5,2
U0062,Clothing & Shoes,6,2
U0062,Clothing & Shoes,7,2
U0062,Clothing & Shoes,8,3
U0062,Clothing & Shoes,9,2
U0062,Clothing & Shoes,10,4
U0062,Clothing & Shoes,11,3
U0062,Clothing & Shoes,12,3
U0062,Clothing & Shoes,13,3
U0062,Clothing & Shoes,14,3
U0062,Computer Software,0,4
U0062,Computer Software,1,3
U0062,Computer Software,2,2
U0062,Computer Software,3,2
U0062,Computer Software,4,2
U0062,Computer Software,5,2
U0062,Computer Software,6,2
U0062,Computer Software,7,3
U0062,Computer Software,8,2
U0062,Computer Software,9,4
U0062,Computer Software,10,2
U0062,Computer Software,11,3
U0062,Computer Software,12,3
U0062,Computer Software,13,3
U0062,Computer Software,14,3
U0062,Console & Video Games,0,2
U0062,Console & Video Games,1,2
U0062,Console & Video Games,2,2
U0062,Console & Video Games,3,2
U0062,Console & Video Games,4,2
U0062,Console & Video Games,5,2
U0062,Console & Video Games,6,4
U0062,Console & Video Games,7,2
U0062,Console & Video Games,8,2
U0062,Console & Video Games,9,3
U0062,Console & Video Games,10,3
U0062,Console & Video Games,11,2
U0062,Console & Video Games,12,3
U0062,Console & Video Games,13,3
U0062,Console & Video Games,14,3
U0062,Consumer Electronics,0,3
U0062,Consumer Electronics,1,2
U0062,Consumer Electronics,2,2
U0062,Consumer Electronics,3,2
U0062,Consumer Electronics,4,2
U0062,Consumer Electronics,5,3
U0062,Consumer Electronics,6,4
U0062,Consumer Electronics,7,3
U0062,Consumer Electronics,8,5
U0062,Consumer Electronics,9,2
U0062,Consumer Electronics,10,3
U0062,Consumer Electronics,11,3
U0062,Consumer Electronics,12,3
U0062,Consumer Electronics,13,3
U0062,Consumer Electronics,14,3
U0062,DIY & Tools,0,2
U0062,DIY & Tools,1,2
U0062,DIY & Tools,2,2
U0062,DIY & Tools,3,2
U0062,DIY & Tools,4,2
U0062,DIY & Tools,5,2
U0062,DIY & Tools,6,2
U0062,DIY & Tools,7,2
U0062,DIY & Tools,8,2
U0062,DIY & Tools,9,3
U0062,DIY & Tools,10,3
U0062,DIY & Tools,11,2
U0062,DIY & Tools,12,2
U0062,DIY & Tools,13,3
U0062,DIY & Tools,14,2
U0062,Dating Sites,0,2
U0062,Dating Sites,1,2
U0062,Dating Sites,2,2
U0062,Dating Sites,3,2
U0062,Dating Sites,4,2
U0062,Dating Sites,5,3
U0062,Dating Sites,6,3
U0062,Dating Sites,7,2
U0062,Dating Sites,8,3
U0062,Dating Sites,9,3
U0062,Dating Sites,10,2
U0062,Dating Sites,11,3
U0062,Dating Sites,12,2
U0062,Dating Sites,13,2
U0062,Dating Sites,14,2
U0062,Garden & Outdoor living,0,3
U0062,Garden & Outdoor living,1,2
U0062,Garden & Outdoor living,2,2
U0062,Garden & Outdoor living,3,2
U0062,Garden & Outdoor living,4,2
U0062,Garden & Outdoor living,5,2
U0062,Garden & Outdoor living,6,2
U0062,Garden & Outdoor living,7,2
U0062,Garden & Outdoor living,8,2
U0062,Garden & Outdoor living,9,4
U0062,Garden & Outdoor living,10,3
U0062,Garden & Outdoor living,11,3
U0062,Garden & Outdoor living,12,3
U0062,Garden & Outdoor living,13,2
U0062,Garden & Outdoor living,14,2
U0062,Grocery,0,3
U0062,Grocery,1,3
U0062,Grocery,2,2
U0062,Grocery,3,2
U0062,Grocery,4,2
U0062,Grocery,5,2
U0062,Grocery,6,4
U0062,Grocery,7,3
U0062,Grocery,8,2
U0062,Grocery,9,3
U0062,Grocery,10,3
U0062,Grocery,11,3
U0062,Grocery,12,3
U0062,Grocery,13,2
U0062,Grocery,14,3
U0062,Health & Beauty,0,2
U0062,Health & Beauty,1,2
U0062,Health & Beauty,2,2
U0062,Health & Beauty,3,2
U0062,Health & Beauty,4,2
U0062,Health & Beauty,5,4
U0062,Health & Beauty,6,2
U0062,Health & Beauty,7,2
U0062,Health & Beauty,8,2
U0062,Health & Beauty,9,4
U0062,Health & Beauty,10,2
U0062,Health & Beauty,11,2
U0062,Health & Beauty,12,2
U0062,Health & Beauty,13,3
U0062,Health & Beauty,14,2
U0062,Jewellery & Watches,0,2
U0062,Jewellery & Watches,1,2
U0062,Jewellery & Watches,2,2
U0062,Jewellery & Watches,3,2
U0062,Jewellery & Watches,4,2
U0062,Jewellery & Watches,5,2
U0062,Jewellery & Watches,6,3
U0062,Jewellery & Watches,7,3
U0062,Jewellery & Watches,8,2
U0062,Jewellery & Watches,9,3
U0062,Jewellery & Watches,10,3
U0062,Jewellery & Watches,11,3
U0062,Jewellery & Watches,12,3
U0062,Jewellery & Watches,13,3
U0062,Jewellery & Watches,14,3
U0062,Kitchen & Home,0,2
U0062,Kitchen & Home,1,2
U0062,Kitchen & Home,2,2
U0062,Kitchen & Home,3,2
U0062,Kitchen & Home,4,2
U0062,Kitchen & Home,5,4
U0062,Kitchen & Home,6,3
U0062,Kitchen & Home,7,2
U0062,Kitchen & Home,8,2
U0062,Kitchen & Home,9,4
U0062,Kitchen & Home,10,2
U0062,Kitchen & Home,11,2
U0062,Kitchen & Home,12,3
U0062,Kitchen & Home,13,3
U0062,Kitchen & Home,14,3
U0062,Media (BMVD),0,2
U0062,Media (BMVD),1,2
U0062,Media (BMVD),2,3
U0062,Media (BMVD),3,2
U0062,Media (BMVD),4,2
U0062,Media (BMVD),5,2
U0062,Media (BMVD),6,2
U0062,Media (BMVD),7,2
U0062,Media (BMVD),8,2
U0062,Media (BMVD),9,3
U0062,Media (BMVD),10,3
U0062,Media (BMVD),11,3
U0062,Media (BMVD),12,2
U0062,Media (BMVD),13,2
U0062,Media (BMVD),14,2
U0062,Musical Instruments,0,2
U0062,Musical Instruments,1,2
U0062,Musical Instruments,2,2
U0062,Musical Instruments,3,2
U0062,Musical Instruments,4,2
U0062,Musical Instruments,5,3
U0062,Musical Instruments,6,2
U0062,Musical Instruments,7,2
U0062,Musical Instruments,8,2
U0062,Musical Instruments,9,3
U0062,Musical Instruments,10,3
U0062,Musical Instruments,11,3
U0062,Musical Instruments,12,2
U0062,Musical Instruments,13,2
U0062,Musical Instruments,14,3
U0062,Office Products,0,2
U0062,Office Products,1,2
U0062,Office Products,2,2
U0062,Office Products,3,2
U0062,Office Products,4,2
U0062,Office Products,5,3
U0062,Office Products,6,3
U0062,Office Products,7,3
U0062,Office Products,8,2
U0062,Office Products,9,3
U0062,Office Products,10,3
U0062,Office Products,11,3
U0062,Office Products,12,2
U0062,Office Products,13,3
U0062,Office Products,14,2
U0062,Pet Supplies,0,2
U0062,Pet Supplies,1,2
U0062,Pet Supplies,2,2
U0062,Pet Supplies,3,2
U0062,Pet Supplies,4,2
U0062,Pet Supplies,5,2
U0062,Pet Supplies,6,2
U0062,Pet Supplies,7,2
U0062,Pet Supplies,8,2
U0062,Pet Supplies,9,2
U0062,Pet Supplies,10,3
U0062,Pet Supplies,11,2
U0062,Pet Supplies,12,2
U0062,Pet Supplies,13,3
U0062,Pet Supplies,14,2
U0062,Sports & Outdoors,0,1
U0062,Sports & Outdoors,1,2
U0062,Sports & Outdoors,2,2
U0062,Sports & Outdoors,3,2
U0062,Sports & Outdoors,4,3
U0062,Sports & Outdoors,5,3
U0062,Sports & Outdoors,6,3
U0062,Sports & Outdoors,7,4
U0062,Sports & Outdoors,8,3
U0062,Sports & Outdoors,9,3
U0062,Sports & Outdoors,10,3
U0062,Sports & Outdoors,11,3
U0062,Sports & Outdoors,12,2
U0062,Sports & Outdoors,13,3
U0062,Sports & Outdoors,14,2
U0062,Toys & Games,0,2
U0062,Toys & Games,1,2
U0062,Toys & Games,2,3
U0062,Toys & Games,3,2
U0062,Toys & Games,4,2
U0062,Toys & Games,5,2
U0062,Toys & Games,6,3
U0062,Toys & Games,7,4
U0062,Toys & Games,8,4
U0062,Toys & Games,9,3
U0062,Toys & Games,10,3
U0062,Toys & Games,11,3
U0062,Toys & Games,12,2
U0062,Toys & Games,13,3
U0062,Toys & Games,14,3
U0063,Automotive,0,2
U0063,Automotive,1,2
U0063,Automotive,2,4
U0063,Automotive,3,2
U0063,Automotive,4,2
U0063,Automotive,5,2
U0063,Automotive,6,1
U0063,Automotive,7,1
U0063,Automotive,8,1
U0063,Automotive,9,1
U0063,Automotive,10,1
U0063,Automotive,11,1
U0063,Automotive,12,1
U0063,Automotive,13,1
U0063,Automotive,14,1
U0063,Baby Products,0,1
U0063,Baby Products,1,1
U0063,Baby Products,2,1
U0063,Baby Products,3,1
U0063,Baby Products,4,1
U0063,Baby Products,5,1
U0063,Baby Products,6,1
U0063,Baby Products,7,1
U0063,Baby Products,8,1
U0063,Baby Products,9,1
U0063,Baby Products,10,1
U0063,Baby Products,11,1
U0063,Baby Products,12,1
U0063,Baby Products,13,1
U0063,Baby Products,14,1
U0063,Betting,0,1
U0063,Betting,1,1
U0063,Betting,2,2
U0063,Betting,3,1
U0063,Betting,4,1
U0063,Betting,5,1
U0063,Betting,6,1
U0063,Betting,7,1
U0063,Betting,8,1
U0063,Betting,9,1
U0063,Betting,10,1
U0063,Betting,11,1
U0063,Betting,12,3
U0063,Betting,13,1
U0063,Betting,14,3
U0063,Clothing & Shoes,0,2
U0063,Clothing & Shoes,1,4
U0063,Clothing & Shoes,2,1
U0063,Clothing & Shoes,3,3
U0063,Clothing & Shoes,4,2
U0063,Clothing & Shoes,5,1
U0063,Clothing & Shoes,6,1
U0063,Clothing & Shoes,7,1
U0063,Clothing & Shoes,8,1
U0063,Clothing & Shoes,9,2
U0063,Clothing & Shoes,10,1
U0063,Clothing & Shoes,11,1
U0063,Clothing & Shoes,12,1
U0063,Clothing & Shoes,13,4
U0063,Clothing & Shoes,14,1
U0063,Computer Software,0,4
U0063,Computer Software,1,1
U0063,Computer Software,2,3
U0063,Computer Software,3,2
U0063,Computer Software,4,1
U0063,Computer Software,5,1
U0063,Computer Software,6,3
U0063,Computer Software,7,3
U0063,Computer Software,8,3
U0063,Computer Software,9,3
U0063,Computer Software,10,1
U0063,Computer Software,11,3
U0063,Computer Software,12,3
U0063,Computer Software,13,1
U0063,Computer Software,14,2
U0063,Console & Video Games,0,3
U0063,Console & Video Games,1,3
U0063,Console & Video Games,2,3
U0063,Console & Video Games,3,3
U0063,Console & Video Games,4,3
U0063,Console & Video Games,5,3
U0063,Console & Video Games,6,3
U0063,Console & Video Games,7,1
U0063,Console & Video Games,8,4
U0063,Console & Video Games,9,3
U0063,Console & Video Games,10,4
U0063,Console & Video Games,11,3
U0063,Console & Video Games,12,3
U0063,Console & Video Games,13,4
U0063,Console & Video Games,14,4
U0063,Consumer Electronics,0,2
U0063,Consumer Electronics,1,3
U0063,Consumer Electronics,2,3
U0063,Consumer Electronics,3,3
U0063,Consumer Electronics,4,1
U0063,Consumer Electronics,5,3
U0063,Consumer Electronics,6,3
U0063,Consumer Electronics,7,3
U0063,Consumer Electronics,8,3
U0063,Consumer Electronics,9,2
U0063,Consumer Electronics,10,1
U0063,Consumer Electronics,11,3
U0063,Consumer Electronics,12,3
U0063,Consumer Electronics,13,4
U0063,Consumer Electronics,14,3
U0063,DIY & Tools,0,1
U0063,DIY & Tools,1,2
U0063,DIY & Tools,2,1
U0063,DIY & Tools,3,1
U0063,DIY & Tools,4,1
U0063,DIY & Tools,5,1
U0063,DIY & Tools,6,1
U0063,DIY & Tools,7,1
U0063,DIY & Tools,8,1
U0063,DIY & Tools,9,1
U0063,DIY & Tools,10,1
U0063,DIY & Tools,11,1
U0063,DIY & Tools,12,1
U0063,DIY & Tools,13,1
U0063,DIY & Tools,14,1
U0063,Dating Sites,0,1
U0063,Dating Sites,1,1
U0063,Dating Sites,2,1
U0063,Dating Sites,3,1
U0063,Dating Sites,4,1
U0063,Dating Sites,5,1
U0063,Dating Sites,6,1
U0063,Dating Sites,7,1
U0063,Dating Sites,8,1
U0063,Dating Sites,9,1
U0063,Dating Sites,10,1
U0063,Dating Sites,11,1
U0063,Dating Sites,12,1
U0063,Dating Sites,13,1
U0063,Dating Sites,14,1
U0063,Garden & Outdoor living,0,1
U0063,Garden & Outdoor living,1,2
U0063,Garden & Outdoor living,2,1
U0063,Garden & Outdoor living,3,2
U0063,Garden & Outdoor living,4,1
U0063,Garden & Outdoor living,5,1
U0063,Garden & Outdoor living,6,1
U0063,Garden & Outdoor living,7,1
U0063,Garden & Outdoor living,8,2
U0063,Garden & Outdoor living,9,1
U0063,Garden & Outdoor living,10,1
U0063,Garden & Outdoor living,11,3
U0063,Garden & Outdoor living,12,1
U0063,Garden & Outdoor living,13,1
U0063,Garden & Outdoor living,14,1
U0063,Grocery,0,4
U0063,Grocery,1,3
U0063,Grocery,2,1
U0063,Grocery,3,2
U0063,Grocery,4,3
U0063,Grocery,5,4
U0063,Grocery,6,1
U0063,Grocery,7,3
U0063,Grocery,8,1
U0063,Grocery,9,4
U0063,Grocery,10,4
U0063,Grocery,11,2
U0063,Grocery,12,4
U0063,Grocery,13,1
U0063,Grocery,14,4
U0063,Health & Beauty,0,1
U0063,Health & Beauty,1,1
U0063,Health & Beauty,2,1
U0063,Health & Beauty,3,1
U0063,Health & Beauty,4,4
U0063,Health & Beauty,5,3
U0063,Health & Beauty,6,1
U0063,Health & Beauty,7,4
U0063,Health & Beauty,8,4
U0063,Health & Beauty,9,1
U0063,Health & Beauty,10,1
U0063,Health & Beauty,11,1
U0063,Health & Beauty,12,1
U0063,Health & Beauty,13,4
U0063,Health & Beauty,14,1
U0063,Jewellery & Watches,0,1
U0063,Jewellery & Watches,1,1
U0063,Jewellery & Watches,2,1
U0063,Jewellery & Watches,3,3
U0063,Jewellery & Watches,4,1
U0063,Jewellery & Watches,5,1
U0063,Jewellery & Watches,6,1
U0063,Jewellery & Watches,7,1
U0063,Jewellery & Watches,8,1
U0063,Jewellery & Watches,9,1
