uid,payment_method,plan_price,auto_renew,transaction_date
4751,28,150,0,2015-07-04
4751,28,150,0,2016-03-11
4751,28,150,0,2016-06-08
4751,28,150,0,2016-07-10
4751,28,150,0,2015-12-04
4751,28,150,0,2016-08-10
4751,28,150,0,2016-02-05
4751,25,150,0,2015-03-14
4751,28,150,0,2016-04-02
4751,28,150,0,2015-10-23
4751,28,150,0,2015-09-17
4751,28,150,0,2015-06-04
4751,28,150,0,2015-04-19
4751,28,150,0,2016-01-08
4751,28,150,0,2016-05-06
4751,28,500,0,2016-10-07
4752,34,0,1,2015-09-30
4752,34,149,1,2017-02-28
4752,34,149,1,2016-11-30
4752,34,0,1,2015-08-31
4752,34,149,1,2016-06-30
4752,34,149,1,2016-07-31
4752,34,149,1,2016-02-29
4752,34,149,1,2016-08-31
4752,34,0,1,2015-07-31
4752,34,149,1,2016-01-31
4752,34,149,1,2016-04-30
4752,34,149,1,2016-03-31
4752,34,0,1,2015-03-31
4752,34,149,1,2016-10-31
4752,34,149,1,2016-05-31
4752,34,149,1,2017-01-31
4752,34,0,1,2015-10-31
4752,34,0,1,2015-06-30
4752,34,149,1,2016-09-30
4752,34,149,1,2015-12-31
4752,34,149,1,2016-12-31
4752,34,149,1,2015-11-30
4753,41,149,1,2015-03-19
4753,41,149,1,2016-02-25
4753,41,149,1,2015-02-19
4753,35,0,0,2016-02-25
4753,41,149,1,2015-04-19
4753,41,149,1,2015-08-19
4753,41,149,1,2015-07-19
4753,41,149,1,2015-06-19
4753,41,149,1,2015-01-19
4753,41,149,1,2015-05-19
4754,39,149,1,2016-11-30
4754,39,149,1,2015-01-31
4754,39,149,1,2015-05-31
4754,39,0,1,2015-04-30
4754,39,149,1,2015-12-02
4754,39,149,1,2017-01-31
4754,39,149,1,2016-01-31
4754,39,149,1,2015-03-31
4754,39,149,1,2015-07-31
4754,39,149,1,2016-12-31
4754,39,149,1,2015-11-02
4754,39,149,1,2016-10-31
4754,39,149,1,2016-07-31
4754,39,149,1,2015-06-30
4754,39,149,1,2015-02-28
4754,39,149,1,2016-08-31
4754,39,149,1,2016-09-30
4754,39,149,1,2015-08-31
4754,39,149,1,2015-09-30
4755,38,894,0,2016-08-08
4755,38,149,0,2016-02-07
4756,34,149,1,2016-02-29
4756,34,149,1,2016-05-31
4756,34,0,1,2015-08-31
4756,34,149,1,2016-09-30
4756,34,149,1,2016-11-30
4756,34,0,1,2015-09-30
4756,34,149,1,2016-04-30
4756,34,149,1,2016-12-31
4756,34,149,1,2016-01-31
4756,34,149,1,2015-11-30
4756,34,0,1,2015-10-31
4756,34,149,1,2016-08-31
4756,34,149,1,2016-10-31
4756,34,0,1,2015-03-31
4756,34,149,1,2015-12-31
4756,34,0,1,2015-07-31
4756,34,0,1,2015-06-30
4756,34,149,1,2016-03-31
4756,34,149,1,2016-07-31
4756,34,149,1,2017-01-31
4756,34,149,1,2016-06-30
4757,34,149,1,2016-03-31
4757,34,149,1,2016-06-30
4757,34,149,1,2016-12-31
4757,34,149,1,2015-11-30
4757,34,0,1,2015-09-30
4757,34,149,1,2016-10-31
4757,34,0,1,2015-06-30
4757,34,149,1,2017-02-28
4757,34,0,1,2015-07-31
4757,34,149,1,2016-09-30
4757,34,149,1,2016-02-29
4757,34,149,1,2017-01-31
4757,34,149,1,2016-05-31
4757,34,0,1,2015-03-31
4757,34,149,1,2016-01-31
4757,34,149,1,2016-11-30
4757,34,149,1,2016-08-31
4757,34,149,1,2016-07-31
4757,34,149,1,2015-12-31
4757,34,149,1,2016-04-30
4757,34,0,1,2015-08-31
4757,34,0,1,2015-10-31
4758,31,0,1,2015-07-31
4758,31,149,1,2015-11-30
4758,31,0,1,2015-09-30
4758,31,149,1,2016-09-30
4758,31,149,1,2016-05-31
4758,31,149,1,2016-04-30
4758,31,149,1,2016-11-30
4758,31,149,1,2016-12-31
4758,31,0,1,2015-08-31
4758,31,149,1,2016-10-31
4758,31,0,1,2015-10-31
4758,31,0,1,2015-03-31
4758,31,0,1,2015-06-30
4758,31,149,1,2016-08-31
4758,31,149,1,2016-03-31
4758,31,149,1,2017-01-31
4758,31,149,1,2016-01-31
4758,31,149,1,2016-02-29
4758,31,149,1,2016-07-31
4758,31,149,1,2015-12-31
4758,31,149,1,2017-02-28
4758,31,149,1,2016-06-30
4759,41,149,1,2016-02-14
4759,41,149,1,2016-08-14
4759,41,149,1,2016-03-14
4759,41,149,1,2015-09-14
4759,41,149,1,2015-02-14
4759,41,149,1,2017-01-14
4759,41,149,1,2016-06-14
4759,41,149,1,2016-09-14
4759,41,149,1,2015-04-14
4759,41,149,1,2016-10-14
4759,41,149,1,2016-05-14
4759,41,149,1,2015-06-14
4759,41,149,1,2016-04-14
4759,41,149,1,2015-12-14
4759,41,149,1,2015-11-14
4759,41,149,1,2017-02-14
4759,41,149,1,2016-07-14
4759,41,149,1,2015-10-14
4759,41,149,1,2015-08-14
4759,41,149,1,2016-12-14
4759,41,149,1,2016-11-14
4759,41,149,1,2016-01-14
4759,41,149,1,2015-01-15
4759,41,149,1,2015-07-14
4759,41,149,1,2015-03-14
4759,41,149,1,2015-05-14
4760,41,149,1,2017-01-25
4760,41,149,1,2015-06-25
4760,41,149,1,2016-05-25
4760,41,149,1,2016-08-25
4760,41,149,1,2015-12-25
4760,41,149,1,2016-11-25
4760,41,149,1,2015-02-25
4760,41,149,1,2015-01-25
4760,41,149,1,2015-10-25
4760,41,149,1,2016-06-25
4760,41,149,1,2015-05-25
4760,41,149,1,2015-03-25
4760,41,149,1,2016-12-25
4760,41,149,1,2016-09-25
4760,41,149,1,2015-08-25
4760,41,149,1,2016-02-25
4760,41,149,1,2016-07-25
4760,41,149,1,2015-09-25
4760,41,149,1,2015-07-25
4760,41,149,1,2016-03-25
4760,41,149,1,2016-01-25
4760,41,149,1,2016-10-25
4760,41,0,1,2015-04-25
4760,41,149,1,2017-02-25
4760,41,149,1,2016-04-25
4760,41,149,1,2015-11-25
4761,41,99,1,2017-01-17
4761,41,99,1,2016-04-17
4761,41,99,1,2016-03-17
4761,41,99,1,2016-11-17
4761,41,99,1,2016-08-17
4761,41,99,1,2016-06-17
4761,41,99,1,2016-09-17
4761,41,99,1,2017-02-02
4761,41,99,1,2016-10-17
4761,41,99,1,2016-07-17
4761,41,99,1,2016-12-17
4761,41,99,1,2016-05-17
4762,32,1788,0,2015-12-18
4763,41,149,1,2016-09-30
4763,41,149,1,2017-02-28
4763,41,149,1,2015-07-31
4763,41,149,1,2015-06-30
4763,41,149,1,2015-12-31
4763,41,0,1,2015-04-30
4763,41,149,1,2016-10-31
4763,41,149,1,2016-01-31
4763,41,149,1,2016-06-30
4763,41,149,1,2015-11-30
4763,41,149,1,2015-05-31
4763,41,149,1,2016-08-31
4763,41,149,1,2016-04-30
4763,41,149,1,2015-08-31
4763,41,149,1,2016-12-31
4763,41,149,1,2015-03-31
4763,41,149,1,2016-11-30
4763,41,149,1,2017-01-31
4763,41,149,1,2015-02-28
4763,41,149,1,2015-01-31
4763,41,149,1,2016-03-31
4763,41,149,1,2016-02-29
4763,41,149,1,2016-07-31
4763,41,149,1,2016-05-31
4764,41,149,1,2017-01-31
4764,41,149,1,2017-02-28
4764,41,149,1,2016-11-30
4764,41,149,1,2016-10-31
4764,41,149,1,2016-12-31
4765,41,99,1,2016-07-16
4765,41,99,1,2017-02-16
4765,41,99,1,2016-09-16
4765,41,99,1,2016-11-16
4765,41,99,1,2017-01-16
4765,41,99,1,2016-10-16
4765,41,99,1,2016-08-16
4765,41,99,1,2016-12-16
4766,41,99,1,2016-09-23
4766,41,99,1,2017-01-23
4766,41,99,1,2016-12-23
4766,41,99,1,2016-08-23
4766,41,99,1,2016-10-23
4766,41,99,1,2016-11-23
4766,41,99,1,2016-07-24
4766,41,99,1,2017-02-09
4767,38,894,0,2016-07-25
4767,35,0,0,2016-07-26
4768,30,129,1,2016-11-29
4768,38,149,0,2016-01-06
4768,38,149,0,2016-06-08
4768,38,149,0,2016-09-18
4768,38,149,0,2015-07-14
4768,38,149,0,2016-09-05
4768,30,129,1,2017-02-01
4768,38,149,0,2015-09-16
4768,38,149,0,2015-12-02
4768,38,149,0,2015-08-15
4768,38,149,0,2015-01-21
4768,38,149,0,2016-05-08
4768,38,149,0,2016-08-08
4768,38,149,0,2016-03-09
4768,38,149,0,2016-07-07
4768,38,149,0,2016-09-18
4768,38,149,0,2016-04-05
4768,30,129,1,2017-01-01
4768,38,149,0,2015-02-18
4768,38,149,0,2016-02-06
4768,38,149,0,2015-10-16
4769,32,894,0,2016-08-02
4770,41,99,1,2017-01-12
4770,41,99,1,2016-12-12
4770,41,99,1,2016-08-12
4770,41,99,1,2016-01-12
4770,41,99,1,2016-11-12
4770,41,99,1,2016-05-12
4770,41,99,1,2016-06-12
4770,41,99,1,2016-04-12
4770,41,99,1,2016-07-12
4770,41,99,1,2016-09-12
4770,41,99,1,2015-11-12
4770,41,99,1,2017-02-12
4770,41,99,1,2015-12-12
4770,41,99,1,2016-10-12
4770,41,99,1,2016-02-12
4770,41,99,1,2016-03-12
4771,38,149,0,2015-11-03
4771,38,149,0,2016-11-30
4771,38,149,0,2016-06-11
4771,38,149,0,2015-12-12
4771,38,149,0,2017-01-11
4771,38,149,0,2016-03-25
4771,38,149,0,2016-01-11
4771,38,149,0,2015-10-03
4771,38,149,0,2016-05-08
4771,38,149,0,2016-08-18
4771,38,149,0,2015-07-11
4771,38,149,0,2016-02-15
4771,38,149,0,2016-07-17
4771,38,149,0,2017-02-14
4771,38,149,0,2016-10-27
4771,38,0,0,2015-05-08
4771,38,149,0,2015-06-09
4771,38,149,0,2016-09-20
4772,32,536,0,2015-08-04
4772,32,536,0,2016-02-04
4772,32,536,0,2015-01-29
4772,32,536,0,2016-08-11
4773,41,99,1,2016-03-06
4773,41,99,1,2016-08-06
4773,41,99,1,2016-07-06
4773,41,99,1,2016-04-06
4773,41,99,1,2016-02-06
4773,41,99,1,2016-05-06
4773,41,99,1,2016-06-06
4773,41,99,1,2016-10-06
4773,41,99,1,2016-09-06
4773,41,99,1,2017-02-06
4773,41,99,1,2016-12-06
4773,41,99,1,2017-01-06
4773,41,99,1,2016-11-06
4774,38,149,0,2015-02-25
4774,36,180,0,2016-06-26
4774,38,149,0,2015-01-15
4774,38,149,0,2016-10-29
4774,38,149,0,2016-09-01
4774,38,0,0,2015-05-09
4774,38,149,0,2016-04-24
4774,38,149,0,2016-09-01
4774,38,149,0,2016-11-27
4774,38,149,0,2015-01-15
4774,38,0,0,2015-05-09
4774,38,149,0,2016-04-24
4774,36,150,0,2015-07-14
4774,38,149,0,2017-01-26
4774,38,894,0,2015-08-10
4774,38,149,0,2016-03-20
4774,36,180,0,2016-06-26
4774,36,150,0,2016-02-28
4774,38,149,0,2015-02-25
4774,38,149,0,2016-11-27
4774,38,149,0,2017-01-26
4775,41,149,1,2015-01-25
4775,41,149,1,2015-05-25
4775,41,149,1,2015-03-25
4775,41,129,1,2016-10-21
4775,41,149,1,2016-04-25
4775,41,129,1,2017-01-21
4775,41,149,1,2016-03-25
4775,41,149,1,2016-08-25
4775,41,149,1,2016-07-25
4775,41,149,1,2016-05-25
4775,41,149,1,2015-11-25
4775,41,149,1,2016-01-25
4775,41,129,1,2017-02-21
4775,41,149,1,2015-07-25
4775,41,149,1,2015-09-25
4775,41,149,1,2015-02-25
4775,41,149,1,2015-08-25
4775,41,129,1,2016-12-21
4775,41,149,1,2015-12-25
4775,41,149,1,2016-06-25
4775,41,149,1,2015-06-25
4775,41,129,1,2016-09-21
4775,41,129,1,2016-11-21
4775,41,149,1,2015-10-25
4775,41,0,1,2015-04-25
4775,41,149,1,2016-02-25
4775,41,149,1,2016-09-21
4776,39,149,1,2015-08-31
4776,39,149,1,2015-11-02
4776,39,0,1,2015-04-30
4776,39,149,1,2015-09-30
4776,39,149,1,2015-01-31
4776,39,149,1,2016-07-31
4776,39,149,1,2015-05-31
4776,39,149,1,2016-12-31
4776,39,149,1,2015-07-31
4776,39,149,1,2015-02-28
4776,39,149,1,2016-09-30
4776,39,149,1,2016-08-31
4776,39,149,1,2015-12-02
4776,39,149,1,2015-03-31
4776,39,149,1,2015-06-30
4776,39,149,1,2016-11-30
4776,39,149,1,2016-01-31
4776,39,149,1,2017-02-18
4776,39,149,1,2017-01-31
4776,39,149,1,2016-10-31
4777,40,149,1,2016-11-03
4777,40,149,1,2016-12-03
4777,40,149,1,2015-10-03
4777,40,149,1,2017-02-03
4777,40,149,1,2016-01-03
4777,40,149,1,2015-09-03
4777,40,149,1,2015-07-02
4777,40,149,1,2016-08-03
4777,40,149,1,2016-10-03
4777,40,149,1,2016-03-03
4777,40,149,1,2015-12-03
4777,40,149,1,2016-09-03
4777,40,149,1,2016-02-03
4777,40,149,1,2016-04-03
4777,40,149,1,2015-08-03
4777,40,149,1,2016-07-03
4777,40,149,1,2015-11-03
4777,40,149,1,2016-05-03
4777,40,149,1,2017-01-03
4777,40,149,1,2016-06-03
4778,41,129,1,2016-01-07
4778,41,149,1,2017-01-07
4778,41,149,1,2015-09-07
4778,41,129,1,2016-05-07
4778,41,129,1,2016-02-07
4778,41,129,1,2016-04-07
4778,41,129,1,2015-07-07
4778,41,129,1,2015-10-07
4778,41,149,1,2016-10-07
4778,41,149,1,2017-02-07
4778,41,149,1,2015-10-07
4778,41,129,1,2015-11-07
4778,41,149,1,2015-06-07
4778,41,149,1,2015-04-07
4778,41,149,1,2015-11-07
4778,41,149,1,2015-07-07
4778,41,149,1,2016-11-07
4778,41,149,1,2015-12-23
4778,41,149,1,2016-07-07
4778,41,149,1,2016-09-07
4778,41,129,1,2015-08-07
4778,41,129,1,2015-06-08
4778,41,149,1,2015-12-07
4778,41,0,1,2015-05-07
4778,41,129,1,2016-03-07
4778,41,149,1,2016-08-07
4778,41,149,1,2015-08-07
4778,41,149,1,2016-06-07
4778,41,129,1,2015-12-07
4778,41,129,1,2015-09-07
4778,41,149,1,2016-12-07
4779,36,150,0,2016-01-16
4779,36,150,0,2015-09-03
4779,36,180,0,2016-08-05
4779,36,180,0,2017-01-12
4779,36,150,0,2015-12-10
4779,36,150,0,2015-10-04
4779,36,180,0,2016-09-15
4779,36,180,0,2017-02-13
4779,36,180,0,2016-12-12
4779,36,0,0,2015-04-25
4779,36,150,0,2015-11-06
4779,36,180,0,2016-05-20
4779,38,149,0,2015-07-26
4779,36,180,0,2016-06-26
4779,36,180,0,2016-10-25
4780,29,180,0,2017-01-19
4780,29,180,0,2017-02-21
4781,38,149,0,2017-01-15
4781,38,149,0,2016-04-22
4781,38,149,0,2016-03-20
4781,38,149,0,2016-10-31
4782,41,99,1,2016-07-01
4782,41,99,1,2016-06-01
4782,41,99,1,2017-01-01
4782,41,99,1,2016-08-01
4782,41,99,1,2016-09-01
4782,41,99,1,2016-11-01
4782,41,99,1,2017-02-01
4782,41,99,1,2016-04-01
4782,41,99,1,2016-05-01
4782,41,99,1,2016-12-01
4782,41,99,1,2016-03-01
4782,41,99,1,2017-02-02
4782,41,99,1,2016-10-01
4783,38,149,0,2016-11-11
4783,38,149,0,2016-10-12
4783,38,149,0,2016-09-11
4783,38,149,0,2016-12-08
4783,38,149,0,2016-02-14
4783,38,149,0,2016-05-12
4783,38,149,0,2015-12-09
4783,38,149,0,2017-01-15
4783,38,149,0,2016-07-16
4783,38,149,0,2016-03-17
4783,38,149,0,2015-10-31
4783,38,149,0,2016-06-15
4783,38,149,0,2016-07-26
4783,38,149,0,2015-08-17
4783,38,149,0,2016-01-12
4783,38,149,0,2016-04-16
4783,38,149,0,2015-09-19
4784,38,149,0,2016-05-04
4784,38,149,0,2016-08-02
4784,38,149,0,2016-05-31
4784,38,149,0,2016-08-02
4784,38,149,0,2016-05-31
4784,38,477,0,2016-10-08
4785,41,99,1,2016-12-16
4785,41,99,1,2017-02-16
4785,41,99,1,2016-07-16
4785,41,99,1,2016-06-16
4785,41,99,1,2016-03-16
4785,41,99,1,2016-08-16
4785,41,99,1,2016-02-16
4785,41,99,1,2017-01-16
4785,35,0,0,2015-06-03
4785,41,99,1,2016-10-16
4785,41,99,1,2016-11-16
4785,41,99,1,2016-05-16
4785,41,99,1,2016-01-16
4785,41,99,1,2016-09-16
4785,41,99,1,2016-04-16
4786,40,149,1,2015-04-11
4786,40,149,1,2016-02-11
4786,40,149,1,2016-01-11
4786,40,149,1,2016-12-11
4786,40,149,1,2016-08-11
4786,40,149,1,2016-04-11
4786,40,149,1,2016-10-11
4786,40,149,1,2015-07-11
4786,40,149,1,2016-07-11
4786,40,149,1,2015-12-11
4786,40,0,1,2015-05-11
4786,40,149,1,2017-01-11
4786,40,149,1,2015-06-11
4786,40,149,1,2015-03-11
4786,40,149,1,2017-02-11
4786,40,149,1,2016-05-11
4786,40,149,1,2016-03-11
4786,40,149,1,2016-06-11
4786,40,149,1,2015-09-11
4786,40,149,1,2015-10-11
4786,40,149,1,2015-08-11
4786,40,149,1,2015-11-11
4786,40,149,1,2016-09-11
4786,40,149,1,2016-11-11
4787,38,149,0,2016-12-10
4787,38,149,0,2016-12-29
4787,38,149,0,2016-12-29
4788,38,149,0,2017-01-23
4789,39,149,1,2016-08-31
4789,39,149,1,2016-09-30
4789,39,149,1,2017-01-31
4789,39,149,1,2015-07-31
4789,39,149,1,2015-09-30
4789,39,149,1,2015-02-28
4789,39,0,1,2015-04-30
4789,39,149,1,2015-03-31
4789,39,149,1,2015-05-31
4789,39,149,1,2016-07-31
4789,39,149,1,2016-12-31
4789,39,149,1,2015-01-31
4789,39,149,1,2015-11-02
4789,39,149,1,2015-06-30
4789,39,149,1,2015-12-02
4789,39,149,1,2016-10-31
4789,39,149,1,2015-08-31
4789,39,149,1,2016-01-31
4789,39,149,1,2016-11-30
4790,32,536,0,2016-08-29
4790,32,536,0,2015-05-29
4791,37,149,1,2016-11-04
4791,37,149,1,2016-05-04
4791,37,149,1,2016-08-04
4791,37,149,1,2015-09-04
4791,37,149,1,2016-01-04
4791,37,149,1,2016-12-04
4791,37,149,1,2015-08-04
4791,37,149,1,2016-04-04
4791,37,149,1,2015-01-03
4791,37,149,1,2015-10-04
4791,37,149,1,2016-09-04
4791,37,149,1,2015-11-04
4791,37,149,1,2017-01-04
4791,37,149,1,2015-03-03
4791,37,0,1,2015-05-04
4791,37,149,1,2015-12-04
4791,37,149,1,2015-04-04
4791,37,149,1,2016-06-04
4791,37,149,1,2015-02-03
4791,37,149,1,2015-06-04
4791,37,149,1,2016-07-04
4791,37,149,1,2016-03-04
4791,37,149,1,2016-10-04
4791,37,149,1,2017-02-04
4791,37,149,1,2015-07-04
4791,37,149,1,2016-02-04
4792,41,149,1,2015-06-04
4792,35,0,0,2016-02-25
4792,41,149,1,2015-01-04
4792,41,149,1,2015-07-31
4792,41,0,1,2015-05-04
4792,41,149,1,2015-12-04
4792,41,149,1,2015-09-30
4792,41,149,1,2015-12-06
4792,41,149,1,2015-02-28
4792,41,149,1,2015-10-04
4792,41,149,1,2016-02-25
4792,41,149,1,2015-03-31
4792,41,149,1,2015-11-30
4792,41,149,1,2015-03-04
4792,41,149,1,2015-05-31
4792,41,149,1,2015-07-04
4792,41,149,1,2015-08-31
4792,41,149,1,2015-09-04
4792,41,149,1,2015-08-04
4792,41,149,1,2015-04-04
4792,41,149,1,2015-02-04
4792,41,149,1,2015-01-31
4792,41,149,1,2015-11-04
4792,41,149,1,2015-10-31
4792,41,149,1,2015-06-30
4793,41,129,1,2015-12-08
4793,41,129,1,2015-11-08
4793,41,129,1,2015-08-08
4793,41,129,1,2015-01-08
4793,41,129,1,2017-01-16
4793,41,129,1,2016-11-08
4793,41,129,1,2016-02-08
4793,41,129,1,2016-10-08
4793,41,129,1,2017-01-08
4793,41,129,1,2016-06-08
4793,41,129,1,2015-02-08
4793,41,129,1,2015-06-08
4793,41,129,1,2016-09-08
4793,41,129,1,2016-12-08
4793,41,129,1,2015-09-08
4793,41,129,1,2016-01-08
4793,41,129,1,2015-03-08
4793,41,129,1,2015-10-08
4793,41,0,1,2015-05-08
4793,41,129,1,2016-04-08
4793,41,129,1,2016-03-08
4793,41,129,1,2015-04-08
4793,41,129,1,2016-07-08
4793,41,129,1,2015-07-08
4793,41,129,1,2016-08-08
4793,41,129,1,2016-05-08
4794,40,149,1,2016-09-13
4794,40,149,1,2015-06-13
4794,40,0,1,2015-05-13
4794,40,149,1,2016-11-13
4794,40,149,1,2016-02-13
4794,40,149,1,2016-08-13
4794,40,149,1,2017-01-13
4794,40,149,1,2015-03-13
4794,40,149,1,2016-10-13
4794,40,149,1,2015-10-13
4794,40,149,1,2015-08-13
4794,40,149,1,2016-05-13
4794,40,149,1,2015-11-13
4794,40,149,1,2016-01-13
4794,40,149,1,2017-02-13
4794,40,149,1,2015-12-14
4794,40,149,1,2015-07-13
4794,40,149,1,2016-12-13
4794,40,149,1,2015-02-13
4794,40,149,1,2015-01-13
4794,40,149,1,2016-03-13
4794,40,149,1,2016-07-13
4794,40,149,1,2016-04-13
4794,40,149,1,2015-04-13
4794,40,149,1,2016-06-13
4794,40,149,1,2015-09-13
4795,38,149,0,2016-09-28
4795,38,149,0,2016-01-21
4795,38,149,0,2016-07-31
4795,38,149,0,2016-11-03
4795,38,149,0,2017-01-25
4795,38,149,0,2016-02-28
4795,38,149,0,2016-06-29
4795,38,149,0,2015-12-09
4795,38,149,0,2016-05-21
4796,33,0,1,2015-03-31
4796,33,149,1,2016-02-29
4796,33,149,1,2015-11-30
4796,33,0,1,2015-08-31
4796,33,149,1,2016-06-30
4796,33,0,1,2015-06-30
4796,33,0,1,2015-10-31
4796,33,149,1,2017-01-31
4796,33,149,1,2016-09-30
4796,33,149,1,2016-07-31
4796,33,0,1,2015-09-30
4796,33,149,1,2016-08-31
4796,33,149,1,2016-04-30
4796,33,149,1,2017-02-28
4796,33,149,1,2015-12-31
4796,33,149,1,2016-05-31
4796,33,0,1,2015-07-31
4796,33,149,1,2016-01-31
4796,33,149,1,2016-03-31
4796,33,149,1,2016-12-31
4796,33,149,1,2016-10-31
4796,33,149,1,2016-11-30
4797,41,99,1,2016-10-01
4797,41,99,1,2016-12-01
4797,41,99,1,2016-11-01
4797,41,99,1,2017-01-01
4797,41,99,1,2017-02-01
4797,41,99,1,2016-09-01
4798,40,149,1,2016-05-04
4798,40,149,1,2015-02-04
4798,40,149,1,2015-07-04
4798,40,149,1,2016-04-04
4798,40,149,1,2016-09-04
4798,40,149,1,2016-11-04
4798,40,149,1,2017-02-04
4798,40,149,1,2015-01-04
4798,40,149,1,2015-04-04
4798,40,149,1,2015-08-04
4798,40,149,1,2016-12-04
4798,40,149,1,2017-01-04
4798,40,0,1,2015-05-04
4798,40,149,1,2016-10-04
4798,40,149,1,2016-01-04
4798,40,149,1,2016-06-04
4798,40,149,1,2016-02-04
4798,40,149,1,2015-09-04
4798,40,149,1,2016-08-04
4798,40,149,1,2015-10-04
4798,40,149,1,2015-03-04
4798,40,149,1,2016-07-04
4798,40,149,1,2016-03-04
4798,40,149,1,2015-06-04
4798,40,149,1,2015-12-04
4798,40,149,1,2015-11-04
4799,36,180,0,2017-01-28
4800,36,180,0,2017-01-21
4801,41,100,1,2017-01-24
4801,41,100,1,2017-02-23
4802,36,180,1,2017-01-06
4802,36,180,1,2016-07-25
4802,36,180,1,2016-11-05
4802,36,180,1,2016-10-05
4802,36,180,1,2016-07-17
4802,36,180,1,2016-05-16
4802,36,180,1,2017-02-22
4802,36,180,1,2016-08-26
4802,36,180,1,2016-12-06
4802,36,180,1,2016-06-17
4802,36,180,1,2017-01-21
4802,36,180,1,2016-09-26
4803,38,149,0,2015-07-11
4803,36,150,0,2015-04-16
4803,32,1788,0,2016-01-02
4803,36,150,0,2015-06-12
4803,36,0,0,2015-05-13
4804,32,1599,0,2015-10-13
4805,38,149,0,2016-04-23
4805,38,149,0,2016-06-26
4805,38,149,0,2015-06-14
4805,38,149,0,2016-01-16
4805,38,149,0,2015-09-04
4805,38,149,0,2015-10-17
4805,38,149,0,2015-02-06
4805,38,149,0,2016-09-21
4805,38,149,0,2016-12-21
4805,38,149,0,2015-10-16
4805,38,0,0,2015-05-10
4805,38,149,0,2015-04-09
4805,38,149,0,2017-02-18
4805,38,149,0,2015-01-05
4805,38,149,0,2017-01-23
4805,38,149,0,2016-03-21
4805,38,149,0,2016-10-21
4805,38,149,0,2015-03-08
4805,38,149,0,2016-05-23
4805,38,149,0,2016-11-04
4805,38,149,0,2015-12-15
4805,38,149,0,2016-02-14
4805,38,149,0,2015-07-22
4805,38,149,0,2016-08-11
4806,40,149,1,2016-06-12
4806,40,149,1,2016-10-13
4806,40,149,1,2015-06-18
4806,40,149,1,2016-08-12
4806,40,149,1,2016-07-12
4806,40,149,1,2015-02-03
4806,40,149,1,2016-10-24
4806,40,149,1,2015-08-19
4806,40,149,1,2017-01-24
4806,40,149,1,2015-03-18
4806,40,149,1,2016-05-12
4806,40,149,1,2015-01-02
4806,40,149,1,2015-05-18
4806,40,149,1,2015-12-12
4806,40,149,1,2016-09-12
4806,40,149,1,2015-02-18
4806,40,149,1,2016-11-24
4806,40,149,1,2017-02-25
4806,40,149,1,2015-04-18
4806,40,149,1,2016-12-24
4806,40,149,1,2016-03-12
4806,38,149,0,2015-11-11
4806,40,149,1,2016-04-12
4806,40,149,1,2016-01-12
4806,40,149,1,2016-02-12
4806,40,149,1,2015-07-18
4807,39,149,1,2015-09-30
4807,39,149,1,2015-01-31
4807,39,149,1,2015-12-02
4807,39,149,1,2015-05-31
4807,39,149,1,2016-11-30
4807,39,149,1,2015-07-31
4807,39,149,1,2017-01-31
4807,39,149,1,2016-09-30
4807,39,149,1,2016-07-31
4807,39,149,1,2015-06-30
4807,39,149,1,2015-08-31
4807,39,149,1,2016-10-31
4807,39,149,1,2015-11-02
4807,39,149,1,2015-03-31
4807,39,149,1,2016-01-31
4807,39,149,1,2016-12-31
4807,39,149,1,2015-02-28
4807,39,149,1,2016-08-31
4807,39,0,1,2015-04-30
4808,39,149,1,2015-11-02
4808,39,149,1,2016-12-31
4808,39,149,1,2015-07-31
4808,39,149,1,2017-01-13
4808,39,0,1,2015-04-30
4808,39,149,1,2016-08-31
4808,39,149,1,2015-05-31
4808,39,149,1,2016-09-30
4808,39,149,1,2015-02-28
4808,39,149,1,2016-07-31
4808,39,149,1,2015-06-30
4808,39,149,1,2015-01-31
4808,39,149,1,2016-01-31
4808,39,149,1,2015-08-31
4808,39,149,1,2015-09-30
4808,39,149,1,2015-03-31
4808,39,149,1,2016-10-31
4808,39,149,1,2015-12-02
4808,39,149,1,2016-11-30
4809,41,149,1,2015-12-07
4809,41,149,1,2016-01-07
4809,41,149,1,2015-11-07
4809,41,149,1,2017-02-26
4809,41,149,1,2015-08-07
4809,41,149,1,2016-11-07
4809,41,149,1,2017-01-07
4809,41,0,1,2015-05-07
4809,41,149,1,2015-03-07
4809,41,149,1,2015-02-07
4809,41,149,1,2015-01-07
4809,41,149,1,2016-08-07
4809,41,149,1,2016-10-07
4809,41,149,1,2015-10-07
4809,41,149,1,2016-12-07
4809,41,149,1,2016-06-07
4809,41,149,1,2016-09-07
4809,41,149,1,2016-07-07
4809,41,149,1,2015-09-07
4809,41,149,1,2016-02-07
4809,41,149,1,2016-05-07
4809,41,149,1,2016-04-07
4809,41,149,1,2015-07-07
4809,41,149,1,2016-03-07
4809,41,149,1,2015-04-07
4809,41,149,1,2015-06-07
4809,41,149,1,2017-02-07
4810,32,536,0,2016-08-24
4811,34,149,1,2016-08-31
4811,34,149,1,2015-11-30
4811,34,149,1,2016-01-31
4811,34,149,1,2015-12-31
4811,34,0,1,2015-10-31
4811,34,149,1,2017-02-09
4811,34,0,1,2015-07-31
4811,34,149,1,2016-02-29
4811,34,0,1,2015-06-30
4811,34,149,1,2017-01-31
